subject,block,number,response,error,rt,condition,correct,congruency,size,task,congsize,decade,unit,sizeunit,decadeDistance,unitDistance,distance
12,1,72,a       ,C       ,922,unit,1,incongruent,large decade digits,parity,digits have different size,7,2,small unit digits,2,3,17
12,1,69,l       ,C       ,841,unit,1,incongruent,large decade digits,parity,both digits have the same size,6,9,large unit digits,1,4,14
12,1,96,a       ,C       ,961,unit,1,incongruent,large decade digits,parity,both digits have the same size,9,6,large unit digits,4,1,41
12,1,17,l       ,C       ,901,unit,1,congruent,small decade digits,parity,digits have different size,1,7,large unit digits,4,2,38
12,1,43,l       ,C       ,842,unit,1,incongruent,small decade digits,parity,both digits have the same size,4,3,small unit digits,1,2,12
12,1,78,a       ,C       ,1322,unit,1,incongruent,large decade digits,parity,both digits have the same size,7,8,large unit digits,2,3,23
12,1,28,a       ,C       ,772,unit,1,congruent,small decade digits,parity,digits have different size,2,8,large unit digits,3,3,27
12,1,16,a       ,C       ,1532,unit,1,incongruent,small decade digits,parity,digits have different size,1,6,large unit digits,4,1,39
12,1,99,l       ,C       ,841,unit,1,congruent,large decade digits,parity,both digits have the same size,9,9,large unit digits,4,4,44
12,1,74,a       ,C       ,761,unit,1,incongruent,large decade digits,parity,digits have different size,7,4,small unit digits,2,1,19
12,1,91,l       ,C       ,671,unit,1,congruent,large decade digits,parity,digits have different size,9,1,small unit digits,4,4,36
12,1,13,l       ,C       ,721,unit,1,congruent,small decade digits,parity,both digits have the same size,1,3,small unit digits,4,2,42
12,1,76,a       ,C       ,1221,unit,1,incongruent,large decade digits,parity,both digits have the same size,7,6,large unit digits,2,1,21
12,1,21,l       ,C       ,751,unit,1,incongruent,small decade digits,parity,both digits have the same size,2,1,small unit digits,3,4,34
12,1,82,a       ,C       ,982,unit,1,congruent,large decade digits,parity,digits have different size,8,2,small unit digits,3,3,27
12,1,67,l       ,C       ,1042,unit,1,incongruent,large decade digits,parity,both digits have the same size,6,7,large unit digits,1,2,12
12,1,77,l       ,C       ,821,unit,1,congruent,large decade digits,parity,both digits have the same size,7,7,large unit digits,2,2,22
12,2,84,a       ,C       ,761,unit,1,congruent,large decade digits,parity,digits have different size,8,4,small unit digits,3,1,29
12,2,31,l       ,C       ,852,unit,1,congruent,small decade digits,parity,both digits have the same size,3,1,small unit digits,2,4,24
12,2,71,l       ,C       ,841,unit,1,congruent,large decade digits,parity,digits have different size,7,1,small unit digits,2,4,16
12,2,87,l       ,C       ,901,unit,1,incongruent,large decade digits,parity,both digits have the same size,8,7,large unit digits,3,2,32
12,2,12,a       ,C       ,691,unit,1,incongruent,small decade digits,parity,both digits have the same size,1,2,small unit digits,4,3,43
12,2,69,l       ,C       ,1302,unit,1,incongruent,large decade digits,parity,both digits have the same size,6,9,large unit digits,1,4,14
12,2,19,l       ,C       ,922,unit,1,congruent,small decade digits,parity,digits have different size,1,9,large unit digits,4,4,36
12,2,93,l       ,C       ,1072,unit,1,congruent,large decade digits,parity,digits have different size,9,3,small unit digits,4,2,38
12,2,44,a       ,C       ,821,unit,1,congruent,small decade digits,parity,both digits have the same size,4,4,small unit digits,1,1,11
12,2,47,l       ,C       ,881,unit,1,incongruent,small decade digits,parity,digits have different size,4,7,large unit digits,1,2,8
12,2,86,a       ,C       ,1713,unit,1,congruent,large decade digits,parity,both digits have the same size,8,6,large unit digits,3,1,31
12,2,16,a       ,C       ,912,unit,1,incongruent,small decade digits,parity,digits have different size,1,6,large unit digits,4,1,39
12,2,61,l       ,C       ,1222,unit,1,incongruent,large decade digits,parity,digits have different size,6,1,small unit digits,1,4,6
12,2,24,a       ,C       ,731,unit,1,congruent,small decade digits,parity,both digits have the same size,2,4,small unit digits,3,1,31
12,2,33,l       ,C       ,881,unit,1,congruent,small decade digits,parity,both digits have the same size,3,3,small unit digits,2,2,22
12,2,74,a       ,C       ,741,unit,1,incongruent,large decade digits,parity,digits have different size,7,4,small unit digits,2,1,19
12,2,83,l       ,C       ,951,unit,1,incongruent,large decade digits,parity,digits have different size,8,3,small unit digits,3,2,28
12,2,27,l       ,C       ,1071,unit,1,incongruent,small decade digits,parity,digits have different size,2,7,large unit digits,3,2,28
12,2,29,l       ,C       ,871,unit,1,incongruent,small decade digits,parity,digits have different size,2,9,large unit digits,3,4,26
12,2,26,a       ,C       ,1092,unit,1,congruent,small decade digits,parity,digits have different size,2,6,large unit digits,3,1,29
12,2,72,a       ,C       ,1352,unit,1,incongruent,large decade digits,parity,digits have different size,7,2,small unit digits,2,3,17
12,2,98,l       ,E       ,1041,unit,0,incongruent,large decade digits,parity,both digits have the same size,9,8,large unit digits,4,3,43
12,2,42,a       ,C       ,921,unit,1,congruent,small decade digits,parity,both digits have the same size,4,2,small unit digits,1,3,13
12,2,34,a       ,C       ,1332,unit,1,incongruent,small decade digits,parity,both digits have the same size,3,4,small unit digits,2,1,21
12,2,79,l       ,C       ,851,unit,1,congruent,large decade digits,parity,both digits have the same size,7,9,large unit digits,2,4,24
12,2,67,l       ,C       ,851,unit,1,incongruent,large decade digits,parity,both digits have the same size,6,7,large unit digits,1,2,12
12,2,49,l       ,C       ,1062,unit,1,incongruent,small decade digits,parity,digits have different size,4,9,large unit digits,1,4,6
12,2,81,l       ,C       ,821,unit,1,incongruent,large decade digits,parity,digits have different size,8,1,small unit digits,3,4,26
12,2,48,a       ,C       ,1041,unit,1,congruent,small decade digits,parity,digits have different size,4,8,large unit digits,1,3,7
12,2,13,l       ,C       ,1021,unit,1,congruent,small decade digits,parity,both digits have the same size,1,3,small unit digits,4,2,42
12,2,21,l       ,C       ,1161,unit,1,incongruent,small decade digits,parity,both digits have the same size,2,1,small unit digits,3,4,34
12,2,73,l       ,C       ,931,unit,1,congruent,large decade digits,parity,digits have different size,7,3,small unit digits,2,2,18
12,2,77,l       ,C       ,871,unit,1,congruent,large decade digits,parity,both digits have the same size,7,7,large unit digits,2,2,22
12,2,43,l       ,C       ,902,unit,1,incongruent,small decade digits,parity,both digits have the same size,4,3,small unit digits,1,2,12
12,2,38,a       ,C       ,861,unit,1,incongruent,small decade digits,parity,digits have different size,3,8,large unit digits,2,3,17
12,2,76,a       ,C       ,821,unit,1,incongruent,large decade digits,parity,both digits have the same size,7,6,large unit digits,2,1,21
12,2,11,l       ,C       ,822,unit,1,congruent,small decade digits,parity,both digits have the same size,1,1,small unit digits,4,4,44
12,2,96,a       ,C       ,1021,unit,1,incongruent,large decade digits,parity,both digits have the same size,9,6,large unit digits,4,1,41
12,2,92,a       ,C       ,961,unit,1,incongruent,large decade digits,parity,digits have different size,9,2,small unit digits,4,3,37
12,2,28,a       ,C       ,971,unit,1,congruent,small decade digits,parity,digits have different size,2,8,large unit digits,3,3,27
12,2,68,a       ,C       ,871,unit,1,congruent,large decade digits,parity,both digits have the same size,6,8,large unit digits,1,3,13
12,2,63,l       ,C       ,1152,unit,1,incongruent,large decade digits,parity,digits have different size,6,3,small unit digits,1,2,8
12,2,23,l       ,C       ,862,unit,1,incongruent,small decade digits,parity,both digits have the same size,2,3,small unit digits,3,2,32
12,2,89,l       ,C       ,1452,unit,1,incongruent,large decade digits,parity,both digits have the same size,8,9,large unit digits,3,4,34
12,2,36,a       ,C       ,991,unit,1,incongruent,small decade digits,parity,digits have different size,3,6,large unit digits,2,1,19
12,2,88,a       ,C       ,972,unit,1,congruent,large decade digits,parity,both digits have the same size,8,8,large unit digits,3,3,33
12,2,82,a       ,C       ,1012,unit,1,congruent,large decade digits,parity,digits have different size,8,2,small unit digits,3,3,27
12,2,94,a       ,C       ,2013,unit,1,incongruent,large decade digits,parity,digits have different size,9,4,small unit digits,4,1,39
12,2,41,l       ,C       ,822,unit,1,incongruent,small decade digits,parity,both digits have the same size,4,1,small unit digits,1,4,14
12,2,66,a       ,C       ,1222,unit,1,congruent,large decade digits,parity,both digits have the same size,6,6,large unit digits,1,1,11
12,2,39,l       ,C       ,761,unit,1,congruent,small decade digits,parity,digits have different size,3,9,large unit digits,2,4,16
12,2,18,a       ,C       ,761,unit,1,incongruent,small decade digits,parity,digits have different size,1,8,large unit digits,4,3,37
12,2,14,l       ,E       ,1152,unit,0,incongruent,small decade digits,parity,both digits have the same size,1,4,small unit digits,4,1,41
12,2,91,l       ,C       ,1533,unit,1,congruent,large decade digits,parity,digits have different size,9,1,small unit digits,4,4,36
12,2,62,a       ,C       ,721,unit,1,congruent,large decade digits,parity,digits have different size,6,2,small unit digits,1,3,7
12,2,97,l       ,C       ,1452,unit,1,congruent,large decade digits,parity,both digits have the same size,9,7,large unit digits,4,2,42
12,2,99,l       ,C       ,741,unit,1,congruent,large decade digits,parity,both digits have the same size,9,9,large unit digits,4,4,44
12,2,22,a       ,C       ,801,unit,1,congruent,small decade digits,parity,both digits have the same size,2,2,small unit digits,3,3,33
12,2,32,a       ,C       ,902,unit,1,incongruent,small decade digits,parity,both digits have the same size,3,2,small unit digits,2,3,23
12,2,37,l       ,C       ,851,unit,1,congruent,small decade digits,parity,digits have different size,3,7,large unit digits,2,2,18
12,2,78,a       ,C       ,1001,unit,1,incongruent,large decade digits,parity,both digits have the same size,7,8,large unit digits,2,3,23
12,2,64,a       ,C       ,941,unit,1,congruent,large decade digits,parity,digits have different size,6,4,small unit digits,1,1,9
12,2,46,a       ,C       ,731,unit,1,congruent,small decade digits,parity,digits have different size,4,6,large unit digits,1,1,9
12,2,17,l       ,C       ,921,unit,1,congruent,small decade digits,parity,digits have different size,1,7,large unit digits,4,2,38
12,1,69,a       ,C       ,2303,unit,1,incongruent,large decade digits,parity,both digits have the same size,6,9,large unit digits,1,4,14
12,1,98,l       ,C       ,691,unit,1,incongruent,large decade digits,parity,both digits have the same size,9,8,large unit digits,4,3,43
12,1,32,l       ,C       ,891,unit,1,incongruent,small decade digits,parity,both digits have the same size,3,2,small unit digits,2,3,23
12,1,86,l       ,C       ,641,unit,1,congruent,large decade digits,parity,both digits have the same size,8,6,large unit digits,3,1,31
12,1,21,a       ,C       ,871,unit,1,incongruent,small decade digits,parity,both digits have the same size,2,1,small unit digits,3,4,34
12,1,74,l       ,C       ,711,unit,1,incongruent,large decade digits,parity,digits have different size,7,4,small unit digits,2,1,19
12,1,22,l       ,C       ,1362,unit,1,congruent,small decade digits,parity,both digits have the same size,2,2,small unit digits,3,3,33
12,1,66,l       ,C       ,691,unit,1,congruent,large decade digits,parity,both digits have the same size,6,6,large unit digits,1,1,11
12,1,63,a       ,C       ,861,unit,1,incongruent,large decade digits,parity,digits have different size,6,3,small unit digits,1,2,8
12,1,64,l       ,C       ,701,unit,1,congruent,large decade digits,parity,digits have different size,6,4,small unit digits,1,1,9
12,1,48,l       ,C       ,731,unit,1,congruent,small decade digits,parity,digits have different size,4,8,large unit digits,1,3,7
